Palabra,category_SEL,category_Ncr
arrogante ,,Enojo
respiradero ,,Enojo
sux ,,Enojo
piquete ,,Enojo
eliminación ,,Enojo
impermeable ,,Enojo
ilegalidad ,,Enojo
restricción ,,Enojo
moribundo,,Enojo
clamor ,,Enojo
flagrante ,,Disgusto
ilícito,,Miedo
arrestado,,Miedo
veto ,,Enojo
idiotez ,,Enojo
rallado,,Enojo
abstenerse ,,Enojo
reprimir ,,Enojo
malo,Enojo,Enojo
en desacuerdo ,,Enojo
despotismo ,,Disgusto
desaprobación ,,Enojo
bayoneta ,,Enojo
intenso,,Enojo
histérico,Miedo,Enojo
usurpado,,Enojo
Disgustado,,Enojo
impío,,Enojo
ilegal ,,Enojo
erróneamente ,,Enojo
repelente ,,Enojo
deshonra ,,Enojo
desperdiciado,,Enojo
psicosis ,,Enojo
aversión ,,Enojo
punitivo ,,Enojo
ultimátum ,,Enojo
gahhh ,,Enojo
nudillos ,,Enojo
efigie ,,Enojo
Disgustado,,Enojo
cisma ,,Enojo
separatista ,,Enojo
negar ,,Confianza
estupidez ,,Enojo
sin valor ,,Disgusto
abandono ,,Miedo
estropeado,,Enojo
rescate ,,Confianza
irritación ,,Enojo
fugitivo,,Disgusto
segregar ,,Enojo
olvido ,,Enojo
recompensa ,,Alegría
incongruente ,,Enojo
desalojo ,,Miedo
colusión ,,Tristeza
voraz ,,Miedo
infidelidad ,,Disgusto
rechazo ,,Disgusto
estupidal ,,Enojo
superalo ,,Enojo
incrédulo,,Disgusto
marcial ,,Enojo
heraldo ,,Miedo
doloroso,Tristeza,Tristeza
defensa ,,Expectativa
hacer cumplir ,,Enojo
escándalo ,,Miedo
petardo ,,Enojo
defraudar ,,Enojo
conmoción ,,Enojo
poderoso,,Alegría
fraudulento,,Disgusto
ocultación ,,Miedo
indecencia ,,Disgusto
codicia ,,Enojo
exasperación ,,Disgusto
desobediencia ,,Enojo
censurar ,,Enojo
erróneo,,Enojo
gonorrea ,,Enojo
no simpático ,,Enojo
canalla ,,Enojo
duelo ,,Miedo
destierro ,,Disgusto
estallido ,,Miedo
deportación ,,Miedo
penetración ,,Miedo
ortiga ,,Enojo
cicatriz ,,Miedo
tergiversado,,Enojo
penitenciario,,Enojo
sedición ,,Tristeza
lengüeta ,,Enojo
asustado ,,Miedo
sarcasmo ,,Disgusto
agrietado,,Enojo
evidente ,,Confianza
fuerza ,,Miedo
perverso,Repulsión,Enojo
exprimir ,,Enojo
severo,,Expectativa
bastión ,,Enojo
sórdido,Repulsión,Disgusto
hosco,,Disgusto
no feliz ,,Enojo
temperamental ,,Enojo
caza ,,Miedo
detenido,,Miedo
supremacía ,,Confianza
compulsión ,,Enojo
reproche ,,Enojo
areyoukiddingmary ,,Enojo
inepto,Sorpresa,Enojo
cántico ,,Enojo
perder ,,Enojo
bloqueo ,,Enojo
decepcionar ,,Enojo
implicar ,,Enojo
impostor,,Enojo
contradecir ,,Enojo
furtivo,,Enojo
mintiendo ,,Enojo
tejón ,,Enojo
abandonado,,Enojo
antipatía ,Repulsión,Enojo
desigualdad ,,Enojo
epidemia ,,Sorpresa
wop ,,Enojo
oneroso,,Enojo
temblor ,,Enojo
inconcebible ,,Enojo
cacofonía ,,Disgusto
argumentos ,,Enojo
afrenta ,,Enojo
traumático,,Enojo
molestias ,,Enojo
muy lento ,,Enojo
cuidado ,,Enojo
descuidado,,Enojo
barcaza ,,Enojo
chusma ,,Enojo
confiscar ,,Enojo
falta de respeto ,,Enojo
demandar ,,Enojo
procesable ,,Enojo
extinguir ,,Enojo
boxeo ,,Enojo
enchavetado ,,Enojo
fraude ,,Enojo
cuál es el punto de ,,Enojo
rocín ,,Enojo
aullido ,,Enojo
imprudencia ,,Enojo
disolución ,,Enojo
piqué ,,Enojo
terremoto ,,Miedo
equipado,,Enojo
grrrrr ,,Enojo
argh ,,Enojo
discrepar ,,Enojo
demanda judicial ,,Miedo
inmoralidad ,,Disgusto
desesperación ,,Miedo
desuso ,,Enojo
doloroso ,,Tristeza
quisquilloso,,Enojo
chisporrotear ,,Enojo
incurable ,,Tristeza
obligar ,,Enojo
falsificación ,,Enojo
problemas de primer mundo,,Enojo
dificultad ,,Miedo
clavar,,Enojo
rifle ,,Enojo
concusión ,,Enojo
trampa ,,Enojo
milicia ,,Enojo
pegado para arriba ,,Enojo
desilusión ,,Tristeza
defectuoso,Tristeza,Disgusto
pesimismo ,,Miedo
mascota molesta ,,Enojo
rawr ,,Enojo
infantil ,,Alegría
cañón ,,Enojo
inhibir ,,Enojo
angustioso,Tristeza,Miedo
vindicar ,,Enojo
nepotismo ,,Enojo
esquizofrenia ,,Miedo
sesgado,,Enojo
de mala fama ,,Enojo
conquista ,,Enojo
leucemia ,,Miedo
guerrero,,Enojo
ladridos ,,Enojo
burro,,Disgusto
desaprobar ,,Disgusto
infeliz ,,Tristeza
retrasado,,Enojo
cinturón ,,Miedo
secuelas ,,Enojo
escasez ,,Tristeza
dogmático,,Enojo
incompetencia ,,Enojo
roto,,Tristeza
polémico,,Enojo
litigar ,,Enojo
volumen ,,Enojo
sectario,,Enojo
polémica ,,Enojo
interrupción ,,Enojo
exigente ,,Enojo
moza ,,Enojo
brusco,,Enojo
mal comportamiento ,,Enojo
maleducado,,Enojo
retirar ,,Enojo
perdiendo ,,Enojo
mentir ,,Enojo
defecto ,,Miedo
parásito ,,Disgusto
retraer ,,Enojo
decepcionado,,Tristeza
indigno de confianza ,,Enojo
úlcera ,,Disgusto
estigma ,,Disgusto
curtido,,Disgusto
perdedores de tiempo ,,Enojo
desacuerdo ,,Enojo
parcialidad ,,Enojo
no fidedigno ,,Enojo
impotencia ,,Tristeza
negación ,,Confianza
despojado,,Miedo
inestable ,,Miedo
engañoso,,Enojo
tembloroso,,Miedo
antisocial ,,Tristeza
pacotilla ,,Enojo
ansiedad ,,Miedo
tacaño,,Enojo
deterioro ,,Disgusto
evadir ,,Enojo
interminable ,,Enojo
enfermedad ,,Miedo
entrometerse ,,Enojo
deformación ,,Tristeza
infame ,,Enojo
contrario,,Disgusto
fila ,Repulsión,Enojo
estricto ,,Enojo
brujería ,,Miedo
ilegítimo,,Enojo
escorpión ,,Disgusto
paralizado,,Miedo
enfermo,Repulsión,Disgusto
pecador,,Tristeza
desconsiderado,,Enojo
silbido ,,Enojo
dislocado,,Miedo
chivo expiatorio ,,Miedo
prohibido,,Enojo
spammers ,,Enojo
brrr ,,Enojo
apretar ,,Enojo
descalificado,,Disgusto
mentira ,,Enojo
resistiendo ,,Miedo
falso,,Enojo
falso,,Disgusto
falso,,Enojo
falso,,Disgusto
falso,,Enojo
falso,,Disgusto
falso,,
falso,,
falso,,
cruzada ,,Enojo
pérdida ,,Tristeza
inapropiado,,Disgusto
evitar ,,Disgusto
crítica ,,Enojo
duplicidad ,,Enojo
colas ,,Enojo
depreciar ,,Enojo
descuido ,,Enojo
mortalidad ,,Miedo
despido ,,Enojo
desinflar ,Tristeza,Tristeza
reina del drama ,,Enojo
pobreza ,,Tristeza
revelador ,,Enojo
rechazado,,Tristeza
bullicioso,Alegría,Alegría
entierro ,,Tristeza
contraerse de dolor ,,Miedo
involución ,,Enojo
broma ,,Alegría
mal uso ,,Enojo
depreciado,,Miedo
consigue uno propio ,,Enojo
deprimido,,Tristeza
gravado,,Enojo
estancamiento ,,Disgusto
parálisis ,,Miedo
desplazado,,Tristeza
limitado,,Tristeza
decepción ,,Tristeza
reaccionar ,,Enojo
columna vertebral ,,Enojo
presuntuoso,,Enojo
burlas ,,Miedo
vagabundo,,Tristeza
afilar ,,Enojo
barrera ,,Enojo
twitchy ,,Enojo
restitución ,,Enojo
desconectar ,,Enojo
flexión ,,Enojo
rezagado ,,Tristeza
contrabando ,,Enojo
temblar ,,Miedo
búfer ,,Enojo
incursión ,,Enojo
incumplimiento ,,Enojo
inferior ,,Miedo
incondicional ,,Confianza
pesadilla ,,Miedo
inmadurez ,,Expectativa
no tiene sentido ,,Enojo
notamorningperson ,,Enojo
dilema ,,Enojo
soportar ,,
feminismo ,,Enojo
golpecitos ,,Enojo
inconveniente ,,Enojo
inoperante ,,Enojo
farsante,,Tristeza
interrupciones ,,Enojo
fluctuación ,,Enojo
exagerar ,,Enojo
hurto ,,Enojo
tamborileo ,,Enojo
fastidiar ,,Expectativa
incompetente ,,Enojo
adoctrinamiento ,,Enojo
falsedad ,,Enojo
dejar de seguir ,,Enojo
disparates ,,Enojo
cohete ,,Enojo
ruidoso,,
notoriedad ,,Miedo
complicar ,,Enojo
hambre ,,Enojo
recesión ,,Enojo
política ,,Enojo
lava ,,Miedo
incursionista ,,Disgusto
me despertó ,,Enojo
bribón,,Enojo
indeseable ,,Disgusto
renunciar ,,Miedo
versus ,,Enojo
incumplido,,Enojo
inalcanzable ,,Tristeza
bancarrota ,,Miedo
torcido ,,Enojo
inútil ,,Enojo
curioso,,Expectativa
desierto,Tristeza,Tristeza
exaltado,,Alegría
desafortunado,Tristeza,Tristeza
estafador,,Enojo
impotente ,,Tristeza
agallas,,Confianza
veredicto,,Expectativa
ineficiente ,,Enojo
abadejo ,,Enojo
tribunal ,,Expectativa
declaración errónea ,,Enojo
distraído,Sorpresa,Expectativa
anuncios ,,Enojo
demora ,,Enojo
malentendido ,,Enojo
excitar ,,Alegría
inadmisible ,,Enojo
imposibilitar ,,Enojo
inseguro,Miedo,Miedo
triste ,,Tristeza
demandante ,,Enojo
murmurar ,,Enojo
cortar ,,Enojo
insistir ,,Enojo
deliberado,,Enojo
merecer ,,Enojo
algarabía ,,Enojo
excitación ,,Alegría
indeciso,Miedo,Miedo
liberar ,,Alegría
mula ,,Enojo
desigual ,,Tristeza
insignificante ,,Tristeza
buscadores de atención ,,Enojo
armar,,Enojo
indiferencia ,,Tristeza
enjaular,,Enojo
incierto,,Miedo
intervención ,,Enojo
poco pagado ,,Tristeza
pretender ,,Enojo
desinformación ,,Miedo
campaña ,,Miedo
legalizado,,Confianza
precaución ,,Expectativa
débil,,Miedo
plomo,,Enojo
vínculo,,Tristeza
instintivo,,Miedo
solitario,Tristeza,Tristeza
honesto,,Confianza
olvidadizo,,Enojo
caballero ,,Confianza
capucha ,,Miedo
plan de estudios ,,Enojo
palabras ,,Enojo
nutrir ,,Alegría
votar ,,Alegría
emocionado,,Alegría
emoción ,,Alegría
prever ,,Expectativa
excitante ,,Alegría
expectante ,,Expectativa
emocionante ,,Alegría
esperanza ,,Alegría
búsqueda ,,Alegría
expectativa ,,Expectativa
aventuras ,,Alegría
entusiasta ,,Alegría
liberación ,,Alegría
viaje ,,Alegría
miedo ,Miedo,Miedo
misterio ,,Sorpresa
beso ,,Alegría
anhelo ,,Confianza
entusiasmo ,,Alegría
éxtasis ,,Alegría
suspenso ,,Miedo
urgencia ,,Miedo
esperanzado,Alegría,Alegría
destino ,,Alegría
vacaciones ,,Alegría
predicción ,,Expectativa
sexo ,,Alegría
seducir ,,Alegría
luna de miel ,,Alegría
victorioso,Alegría,Alegría
ganancias ,,Alegría
antojo ,,Expectativa
triunfo ,,Alegría
felicidad ,,Alegría
erótico,Alegría,Alegría
ansioso,Miedo,Miedo
bombo publicitario ,,Expectativa
esperar ,,Expectativa
pasión ,,Alegría
cautivar ,,Alegría
graduación ,,Alegría
triunfar ,,Alegría
optimismo ,,Alegría
inspiración ,,Alegría
asombrosamente ,,Sorpresa
encantador,Alegría,Alegría
arriesgado,,Miedo
presentimiento ,,Expectativa
mágico,,Alegría
alertas ,,Miedo
nervioso,Enojo,Miedo
romance ,,Alegría
casar ,,Alegría
presunción ,,Confianza
impaciente ,,Miedo
disfrutando ,,Alegría
próspero,Alegría,Alegría
majestuoso,,Alegría
atractivo,Alegría,Alegría
prevenido,,Expectativa
cariño ,,Alegría
independencia ,,Alegría
divertido,Alegría,Alegría
alegrarse ,,Alegría
misterioso,,Miedo
encantar ,,Alegría
curiosidad ,,Sorpresa
especulativo,,Expectativa
esplendor ,,Expectativa
contento,Alegría,Alegría
alegría ,,Alegría
heroísmo ,,Confianza
advertir ,,Expectativa
gloria ,,Alegría
abundancia ,,Alegría
sensual ,,Alegría
generosidad ,,Confianza
preocupante ,,Miedo
magnífico,,Alegría
cauteloso,,Expectativa
derrocamiento ,,Miedo
prevalecer ,,Alegría
alegre ,,Alegría
radiante ,,Alegría
agradable ,,Alegría
sensualidad ,,Alegría
compensar ,,Confianza
transicional ,,Expectativa
contemplación ,,Expectativa
reconciliación ,,Confianza
soleado,,Alegría
romántico,Alegría,Alegría
utópico,,Alegría
favorable ,,Alegría
peligro ,,Miedo
ardiente ,,Alegría
héroe ,,Confianza
listo,,Expectativa
conmemorar ,,Tristeza
naciente ,,Expectativa
preocuparse ,,Miedo
contagio ,,Miedo
propicio,Alegría,Alegría
brillar ,,Alegría
inexplicable ,,Tristeza
peligroso,,Miedo
glorificar ,,Confianza
adorar ,,Alegría
valorar ,,Alegría
exitoso,,Alegría
sobresalir ,,Alegría
brillante ,,Alegría
amistoso,Alegría,Alegría
vivo,,Alegría
inesperado,,Miedo
cumplido ,,Alegría
mejorar ,,Alegría
carrera profesional ,,Expectativa
prevención ,,Expectativa
íntimamente ,,Alegría
inaugural ,,Expectativa
perfecto,,Alegría
confianza ,,Confianza
veracidad ,,Confianza
sol ,,Alegría
con agrado,,Alegría
rodear ,,Expectativa
dulce ,,Alegría
adecuado,,Alegría
respeto ,,Confianza
recombinación ,,Expectativa
reconstrucción ,,Expectativa
médico,,Confianza
bondad ,,Confianza
devoto,Alegría,Alegría
paz ,,Alegría
tabular ,,Expectativa
instalar en pc ,,Expectativa
serenidad ,,Confianza
serendipia,,Alegría
perpetuar ,,Miedo
delicioso,,Alegría
caritativo,Alegría,Confianza
adoración ,,Miedo
sincero,Alegría,Confianza
reconocible ,,Expectativa
irresoluto,,Expectativa
prevenir ,,Expectativa
paciencia ,,Confianza
sonrisa ,,Alegría
tranquilo,Alegría,Alegría
la risa ,,Alegría
bonito,,Alegría
ordenación ,,Confianza
puntual ,,Confianza
astrólogo,,Expectativa
alborada ,,Expectativa
orgulloso,Alegría,Alegría
comodidad ,,Alegría
confesión ,,Confianza
mortificación ,,Miedo
risita ,,Alegría
obediente ,,Expectativa
humanitario,,Confianza
embarcacion ,,Expectativa
bien ,,Alegría
amigo,Alegría,Alegría
consejo ,,Confianza
divagar ,,Expectativa
lujoso,,Alegría
agotamiento ,,Tristeza
discreto,,Expectativa
la red ,,Expectativa
astrónomo,,Expectativa
vulgar ,,Disgusto
canibalismo ,,Disgusto
caníbal ,,Miedo
putrefacción ,,Disgusto
cadáver ,,Disgusto
excremento ,Repulsión,Disgusto
inmundicia ,,Disgusto
alcantarillado ,,Disgusto
incestuoso,,Disgusto
rancio,,Disgusto
infestación ,,Disgusto
podrido,Repulsión,Disgusto
heces ,,Disgusto
fecal ,,Disgusto
excreción ,,Disgusto
contaminar ,,Disgusto
diarrea ,,Disgusto
estiércol ,,Disgusto
grotesco,,Disgusto
desmembramiento ,,Disgusto
vómito ,,Disgusto
alcantarilla ,,Disgusto
excrementos ,,Disgusto
hemorragia ,,Miedo
repulsivo,Repulsión,Disgusto
asqueroso,Repulsión,Disgusto
aguas residuales ,,Disgusto
descomponer ,,Disgusto
decaido ,,Tristeza
mutilado,,Disgusto
herpes ,,Disgusto
flatulencia ,,Disgusto
limo ,,Disgusto
tonterías ,,Disgusto
malaria ,,Miedo
pestilencia ,,Disgusto
pus ,,Disgusto
morgue ,,Tristeza
herpesvirus ,,Disgusto
lepra ,,Miedo
tóxico,,Disgusto
ántrax ,,Miedo
regurgitación ,,Disgusto
xenofobia ,,Disgusto
disección ,,Disgusto
mucoso,,Disgusto
infeccioso,,Disgusto
barrio bajo ,,Disgusto
flema ,,Disgusto
descomposición ,,Disgusto
maloliente ,,Disgusto
ensuciado,,Disgusto
moco ,,Disgusto
aborrecimiento ,Repulsión,Disgusto
séptico ,,Disgusto
enfermar ,,Disgusto
obeso,,Disgusto
repulsión ,Repulsión,Disgusto
adulterio ,,Disgusto
espeluznante ,,Miedo
sucio,Repulsión,Disgusto
enema ,,Disgusto
bacteria ,,Miedo
disentería ,,Disgusto
basura ,,Disgusto
autopsia ,,Tristeza
intestinos ,,Disgusto
entrañas ,,Disgusto
mordaza ,,Disgusto
náusea ,,Miedo
baboso,,Disgusto
envenenamiento ,,Disgusto
secreción ,,Disgusto
nocivo,,Miedo
mugre ,,Disgusto
repugnar ,,Disgusto
pornografía ,,Disgusto
estreñimiento ,,Disgusto
sarampión ,,Miedo
verruga ,,Disgusto
contagioso,,Disgusto
desperdicio ,,Disgusto
contaminado,,Disgusto
rezumar ,,Disgusto
monstruoso,Miedo,Miedo
desalmado,,Miedo
abominar ,,Disgusto
deformado,,Tristeza
cólera ,,Disgusto
detestable ,,Disgusto
obsceno,Repulsión,Disgusto
grasiento,,Disgusto
impuesto ,,Disgusto
abominable ,,Disgusto
corrupción ,,Disgusto
cosa muy pegajosa ,,Disgusto
sarna ,,Disgusto
bacterias ,,Disgusto
letrinas ,,Disgusto
vil ,,Disgusto
detestación ,,Disgusto
feo,Enojo,Disgusto
horripilante ,,Disgusto
espinilla ,,Disgusto
laxante ,,Disgusto
secretar ,,Disgusto
hinchado,Repulsión,Disgusto
sufrimiento ,,Tristeza
degradante ,,Tristeza
hongo ,,Disgusto
piojo ,,Disgusto
pañal ,,Disgusto
infectar ,,Disgusto
poligamia ,,Disgusto
enfermizo,Repulsión,Disgusto
grasa ,,Disgusto
termita ,,Disgusto
tétanos ,,Disgusto
sangrado ,,Tristeza
deformar ,,Disgusto
babear ,,Disgusto
fealdad ,,Disgusto
inodoro ,,Disgusto
babosa ,,Disgusto
embriagado,,Disgusto
ampolla ,,Disgusto
repeler ,,Disgusto
náuseas ,,Disgusto
deteriorado,,Disgusto
pésimo,Repulsión,Disgusto
prostituto,,Disgusto
inmundo,Repulsión,Disgusto
humillante ,,Disgusto
delicado,Alegría,Disgusto
retardar ,,Disgusto
hipócrita ,,Disgusto
pulga ,,Disgusto
enfermos,,Disgusto
libertinaje ,,Miedo
cenagal ,,Disgusto
hedor ,,Disgusto
sumidero ,,Disgusto
degradar ,,Disgusto
horrorosamente ,,Disgusto
olor ,,Disgusto
patético,Tristeza,Disgusto
lodoso,,Disgusto
espurio,,Disgusto
distorsionado,,Disgusto
curandero,,Disgusto
áfido ,,Disgusto
caries ,,Disgusto
piadoso,Alegría,Confianza
deshonestidad ,,Disgusto
ignorante ,,Disgusto
enjuiciamiento ,,Disgusto
discontinuidad ,,Disgusto
lamento ,,Tristeza
deprimente ,,Tristeza
mala conducta ,,Disgusto
exclusión ,,Tristeza
sapo ,,Disgusto
ineptitud ,,Disgusto
disponer ,,Disgusto
lloroso,Tristeza,Tristeza
aterronado ,,Disgusto
rizado,,Disgusto
dolor ,,Tristeza
insatisfecho,Tristeza,Tristeza
hundido,Tristeza,Tristeza
terroristas ,,Miedo
bombardeo suicida ,,Miedo
terror ,,Miedo
misiles ,,Miedo
horrorizado,Miedo,Miedo
fatalidad ,,Miedo
horrores ,,Miedo
aterrorizado,,Miedo
condenado,,Tristeza
tragedia ,,Tristeza
pánico ,,Miedo
apocalipsis ,,Miedo
monstruo ,,Miedo
temeroso,Miedo,Miedo
petrificado,,Miedo
aterrado,Miedo,Miedo
atemorizante ,,Miedo
más aterrador ,,Miedo
granada ,,Miedo
asustar ,,Miedo
hombres armados ,,Miedo
trauma ,,Miedo
secuestrado,,Miedo
paralizar ,,Miedo
infarto de miocardio ,,Miedo
huracán ,,Miedo
exterminar ,,Miedo
claustrofobia ,,Miedo
serpientes ,,Miedo
exorcismo ,,Miedo
aterromado ,,Miedo
bombarderos,,Miedo
cianuro ,,Miedo
histeria ,,Miedo
el temor más grande ,,Miedo
ataque de ansiedad ,,Miedo
crímenes de guerra ,,Miedo
sin vida ,,Tristeza
ataque de pánico ,,Miedo
peligrosamente ,,Miedo
"oh, mierda ",,Miedo
morir ,,Miedo
aterrador,Miedo,Miedo
claustrófobo ,,Miedo
hiperventilación ,,Miedo
pesadillas ,,Miedo
fantasmal ,,Miedo
huracanes ,,Miedo
pánico,Miedo,Miedo
proyectiles ,,Miedo
tragedias ,,Miedo
ptsd ,,Miedo
mortuorio,Miedo,Miedo
accidente ,,Tristeza
arranque ,,Miedo
malignidad ,,Miedo
mafia ,,Miedo
pelea confusa ,,Miedo
misil ,,Miedo
asustado,,Miedo
hiperventilar ,,Miedo
tirador,,Miedo
emergencia ,,Miedo
fobia ,Repulsión,Miedo
inanición ,,Miedo
herido,,Miedo
aborto espontáneo ,,Tristeza
dañar ,,Miedo
frenéticamente ,,Miedo
tan temible ,,Miedo
tajo ,,Miedo
llamada de socorro ,,Miedo
agonizante ,,Miedo
horroroso,Miedo,Miedo
hecho anormalmente ,,Miedo
cobra ,,Miedo
secuestro ,,Miedo
ansiedad social ,,Miedo
radiación ,,Miedo
agorafobia ,,Miedo
metralla ,,Miedo
guerrilla ,,Miedo
sin esperanza ,,Tristeza
campo de batalla ,,Miedo
con miedo ,,Miedo
autolesiones ,,Miedo
tormenta de nieve ,,Miedo
radioactivo,,Miedo
proyectil ,,Miedo
intimidar ,,Miedo
fallecimiento ,,Tristeza
desaparecido,,Miedo
desesperado,Miedo,Miedo
hundimiento ,,Miedo
preocupado,Miedo,Miedo
huérfano,Tristeza,Miedo
huérfano,Tristeza,Tristeza
huérfano,Tristeza,
detención ,,Miedo
detención ,,Tristeza
oh dios ,,Miedo
penal ,,Miedo
penal ,,Tristeza
espasmo ,,Miedo
gigante ,,Miedo
gigante ,,Miedo
estrés ,,Miedo
estrés ,,Miedo
estrés ,,Miedo
desfallecer ,,Miedo
accidental ,,Miedo
accidental ,,Sorpresa
predicamento ,,Miedo
aghhh ,,Miedo
aventuramiento ,,Miedo
sudor frío ,,Miedo
mazo ,,Miedo
mazo ,,
mazo ,,
jadeo ,,Miedo
cábala ,,Miedo
desprevenido,Sorpresa,Miedo
debacle ,,Miedo
debacle ,,Tristeza
desconcertado,,Miedo
desconcertado,,Sorpresa
desconcertado,,
áspid ,,Miedo
indomable ,,Miedo
dentistas ,,Miedo
rompió ,,Miedo
rompió ,,Tristeza
dirigición ,,Miedo
vacilante ,,Miedo
vacilante ,,Tristeza
vacilante ,,
rebeldes ,,Miedo
apostar ,,Miedo
desmayo ,,Miedo
desmayo ,,Tristeza
desmayo ,,Sorpresa
desmayo ,,
descomunal ,,Miedo
hablar en público ,,Miedo
pagano,,Miedo
pagano,,
coyote ,,Miedo
estresar ,,Miedo
desaparecer ,,Miedo
desaparecer ,,Sorpresa
reticente ,,Miedo
extrajudicial ,,Miedo
gravoso,,Miedo
gravoso,,Tristeza
deprimir ,,Miedo
deprimir ,,Tristeza
hidra ,,Miedo
merodear ,,Miedo
merodear ,,Sorpresa
forastero,,Miedo
afligido,Tristeza,Miedo
afligido,Tristeza,Tristeza
afligido,Tristeza,Tristeza
afligido,Tristeza,Tristeza
drones ,,Miedo
dominante ,,Miedo
dominante ,,Confianza
trastorno ,,Miedo
omnipotencia ,,Miedo
insolvente ,,Miedo
insolvente ,,Tristeza
insolvente ,,Confianza
apagón ,,Miedo
estresante ,,Miedo
enclenque ,,Miedo
enclenque ,,Tristeza
chillido ,,Miedo
chillido ,,Sorpresa
chillido ,,
penitencia ,,Miedo
penitencia ,,Tristeza
discapacitado,,Miedo
discapacitado,,Tristeza
deportar ,,Miedo
deportar ,,Tristeza
chubasco ,,Miedo
chubasco ,,Tristeza
resección ,,Miedo
oh querido ,,Miedo
camilla ,,Miedo
camilla ,,Tristeza
conspiración ,,Miedo
deserción ,,Miedo
deserción ,,
ausencia ,,Miedo
ausencia ,,Tristeza
gemir ,,Miedo
gemir ,,Tristeza
insolvencia ,,Miedo
insolvencia ,,Tristeza
insolvencia ,,Sorpresa
refutación ,,Miedo
refutación ,,
descendencia ,,Miedo
descendencia ,,Tristeza
descendencia ,,
conquistar ,,Miedo
conquistar ,,Confianza
abierto,Sorpresa,Miedo
abierto,Sorpresa,
abierto,Sorpresa,
xanax ,,Miedo
quiste ,,Miedo
quiste ,,Tristeza
sospecha ,,Miedo
mosquete ,,Miedo
separación ,,Miedo
desempleados,,Miedo
desempleados,,Tristeza
espantapájaros ,,Miedo
adherirse ,,Miedo
adherirse ,,
adherirse ,,
radón ,,Miedo
spaz ,,Miedo
mental ,,Miedo
nervioso ,,Miedo
dudoso,,Miedo
dudoso,,Confianza
dudoso,,
sumisión ,,Miedo
sumisión ,,Miedo
qué debo hacer ,,Miedo
procedimiento ,,Miedo
evitando ,,Miedo
palpitar ,,Miedo
palpitar ,,Tristeza
dontpanico ,,Miedo
retiros ,,Miedo
barricada ,,Miedo
barricada ,,
presión ,,Miedo
fragata ,,Miedo
edicto ,,Miedo
sospechoso,,Miedo
sospechoso,,Sorpresa
sospechoso,,
sospechoso,,
sultán ,,Miedo
kan ,,Miedo
kan ,,Confianza
militar ,,Miedo
militar ,,
vergüenza ,,Miedo
vergüenza ,,Tristeza
vergüenza ,,Sorpresa
psicológico,,Miedo
salud mental ,,Miedo
escapado,,Miedo
langosta ,,Miedo
langosta ,,
gripe ,,Miedo
quimera ,,Miedo
quimera ,,Sorpresa
afligirse ,,Miedo
afligirse ,,Tristeza
deudor,,Miedo
deudor,,
ocd ,,Miedo
torbellino ,,Miedo
torbellino ,,Miedo
antsy ,,Miedo
queroseno ,,Miedo
interrogar ,,Miedo
interrogar ,,
búnker ,,Miedo
odontología ,,Miedo
gobierno ,,Miedo
ondulación ,,Miedo
ondulación ,,
sin fondo ,,Miedo
dolores de cabeza ,,Miedo
examen ,,Miedo
examen ,,Miedo
examen ,,Sorpresa
dardo ,,Miedo
protestante ,,Miedo
depreciación ,,Miedo
mandamus ,,Miedo
pico ,,Miedo
pico ,,
ictericia ,,Miedo
periódico,,Miedo
periódico,,
anomalía ,,Miedo
anomalía ,,Sorpresa
anomalía ,,
escatimar ,,Miedo
escatimar ,,Tristeza
advertido,,Miedo
formidable ,,Miedo
tímido,Miedo,Miedo
tímido,Miedo,Tristeza
tímido,Miedo,Miedo
tímido,Miedo,Miedo
tímido,Miedo,Confianza
tímido,Miedo,
tímido,Miedo,
salida ,,Miedo
salida ,,Tristeza
salida ,,Sorpresa
salida ,,
salida ,,
languidos ,,Miedo
languidos ,,Tristeza
restricciones ,,Miedo
reducción ,,Miedo
reducción ,,
evitación ,,Miedo
anguila ,,Miedo
cortador ,,Miedo
fanatismo ,,Miedo
fanatismo ,,
resistente ,,Miedo
resistente ,,Alegría
resistente ,,Confianza
tristeza ,,Miedo
tristeza ,,Tristeza
tristeza ,,Tristeza
tristeza ,,Confianza
psicoanalizar ,,Miedo
paracaídas ,,Miedo
veredicto ,,Miedo
mri ,,Miedo
disciplina ,,Miedo
toque de difuntos ,,Miedo
toque de difuntos ,,Tristeza
vacilación ,,Miedo
vacilación ,,
aaaaaaah ,,Miedo
viraje ,,Miedo
viraje ,,Sorpresa
falange ,,Miedo
falange ,,Confianza
hipoteca ,,Miedo
enigmático,,Miedo
espillín ,,Miedo
urticaria ,,Miedo
policía ,,Miedo
policía ,,Confianza
policía ,,Miedo
policía ,,Confianza
policía ,,Miedo
policía ,,Confianza
bicho raro ,,Miedo
bicho raro ,,
subordinar ,,Miedo
dominio ,,Miedo
dominio ,,Confianza
dominio ,,
dominio ,,
avanzada ,,Miedo
cerrar ,,Miedo
anular ,,Miedo
anular ,,Sorpresa
anular ,,
anular ,,
anular ,,
anular ,,
uh oh ,,Miedo
dique ,,Miedo
dique ,,Confianza
dique ,,
tiempo de juego ,,Miedo
tiempo de juego ,,
etéreo,,Miedo
gladiador,,Miedo
escaso,Tristeza,Miedo
escaso,Tristeza,Tristeza
escaso,Tristeza,
escaso,Tristeza,
por mal camino ,,Miedo
vigilante ,,Miedo
